"match_method","final_name","final_unit","final_barcode","final_price","price_note","seed_category_id","seed_subcategory_id","asnaf_name","asnaf_price","asnaf_unit","asnaf_barcode","karaz_name","karaz_category","karaz_price","karaz_link","karaz_image"
"barcode","فواكة يوناني ","وحدة","4605627003166","3.5","","5","15","فواكة يوناني ","4","وحدة","4605627003166","FRUTTIS STRAWBERRY – APPLE – PEAR 8% 115g","المشرحات و الألبان و الأجبان","3.5","https://karaz.ps/shop/product/fruttis-strawberry-apple-pear-8-115g/","https://karaz.ps/wp-content/uploads/2022/10/4605627003166-300x300.jpg"
"barcode","فواكة يوناني ","وحدة","4605627003128","3.5","","5","15","فواكة يوناني ","4","وحدة","4605627003128","Fruttis raspberry pineapple melon 8% 115 g","المشرحات و الألبان و الأجبان","3.5","https://karaz.ps/shop/product/fruttis-raspberry-pineapple-melon-8-115-g/","https://karaz.ps/wp-content/uploads/2022/10/4605627003128-300x300.jpg"
"barcode","شوكو لتر شتراوس","وحدة","7290003029181","13.99","","5","15","شوكو لتر شتراوس","14","وحدة","7290003029181","Yotvata Chocolate Milk  1L","المشرحات و الألبان و الأجبان","13.99","https://karaz.ps/shop/product/yotvata-chocolate-milk-1l/","https://karaz.ps/wp-content/uploads/2022/08/7290003029181-300x300.jpg"
"barcode","كريما مع شعيرية ","وحدة","7290005431944","5.99","","5","15","كريما مع شعيرية ","4","وحدة","7290005431944","Eden Kadif كنافة بالكريمة والقطر مبردة 124g","المشرحات و الألبان و الأجبان","5.99","https://karaz.ps/shop/product/eden-kadif-%d9%83%d9%86%d8%a7%d9%81%d8%a9-%d8%a8%d8%a7%d9%84%d9%83%d8%b1%d9%8a%d9%85%d8%a9-%d9%88%d8%a7%d9%84%d9%82%d8%b7%d8%b1-%d9%85%d8%a8%d8%b1%d8%af%d8%a9-124g/","https://karaz.ps/wp-content/uploads/2022/07/7290005431944-300x300.jpg"
"barcode","نقانق 1 ك","وحدة","6253005370010","17.99","karaz_price_adopted_latest","5","15","نقانق 1 ك","15","وحدة","6253005370010","Siniora Beef Sausages 1kg نقانق بقري سنيورة","المشرحات واللحوم الباردة","17.99","https://karaz.ps/shop/product/siniora-beef-sausages-1kg-%d9%86%d9%82%d8%a7%d9%86%d9%82-%d8%a8%d9%82%d8%b1%d9%8a-%d8%b3%d9%86%d9%8a%d9%88%d8%b1%d8%a9/","https://karaz.ps/wp-content/uploads/2022/07/6253005370010-300x300.jpg"
"barcode","جبنة كريمي بوك 200 غم ","وحدة","5760466732567","11.99","","7","20","جبنة كريمي بوك 200 غم ","10","وحدة","5760466732567","Puck Cream Cheese بوك جبنة كريم قابلة للدهن – نكهة اصلية","الأجبان","11.99","https://karaz.ps/shop/product/puck-cream-cheese-%d8%a8%d9%88%d9%83-%d8%ac%d8%a8%d9%86%d8%a9-%d9%83%d8%b1%d9%8a%d9%85-%d9%82%d8%a7%d8%a8%d9%84%d8%a9-%d9%84%d9%84%d8%af%d9%87%d9%86-%d9%86%d9%83%d9%87%d8%a9-%d8%a7%d8%b5%d9%84%d9%8a/","https://karaz.ps/wp-content/uploads/2022/07/5760466732567-300x300.jpg"
"barcode","جبنة بوك لايت 200غم","وحدة","5711953038198","11.99","","7","20","جبنة بوك لايت 200غم","10","وحدة","5711953038198","Puck Light Cream Cheese Spread 200g","الأجبان","11.99","https://karaz.ps/shop/product/puck-lighter-cream-cheese-200g/","https://karaz.ps/wp-content/uploads/2022/07/5711953038198-300x300.jpg"
"barcode","جبنة كرفت تشيدر 190 غم ","وحدة","6084012090475","17.99","","7","20","جبنة كرفت تشيدر 190 غم ","15","وحدة","6084012090475","Kraft Cheddar Cheese Can 190g","الأجبان","17.99","https://karaz.ps/shop/product/kraft-cheddar-cheese-190g/","https://karaz.ps/wp-content/uploads/2022/07/6084012090475-300x300.jpg"
"barcode","جبنة دهن فيلاديلفيا","وحدة","7622300340285","17.99","","7","20","جبنة دهن فيلاديلفيا","16","وحدة","7622300340285","PHILADELPHIA ORIGINAL CREAM CHESSE 175G","الأجبان","17.99","https://karaz.ps/shop/product/philadelphia-original-cream-chesse-175g/","https://karaz.ps/wp-content/uploads/2022/07/7622300340285-300x300.jpg"
"barcode","كوتيج ","وحدة","7290011194246","8.99","","7","19","كوتيج ","8","وحدة","7290011194246","Strauss Ski And Cottage 5% شتراوس جبنة كوتج 250g","الألبان","8.99","https://karaz.ps/shop/product/strauss-ski-and-cottage-5-%d8%b4%d8%aa%d8%b1%d8%a7%d9%88%d8%b3-%d8%ac%d8%a8%d9%86%d8%a9-%d9%83%d9%88%d8%aa%d8%ac-250g/","https://karaz.ps/wp-content/uploads/2022/06/7290011194246-300x300.jpg"
"barcode","نابليون جبنة الشمينة ","وحدة","7290004129101","15.99","","7","20","نابليون جبنة الشمينة ","13","وحدة","7290004129101","TNUVA NAPOLEON تنوفا لبنة نابليون – اصلي","الألبان","15.99","https://karaz.ps/shop/product/tnuva-napoleon-%d8%aa%d9%86%d9%88%d9%81%d8%a7-%d9%84%d8%a8%d9%86%d8%a9-%d9%86%d8%a7%d8%a8%d9%84%d9%8a%d9%88%d9%86-%d8%a7%d8%b5%d9%84%d9%8a/","https://karaz.ps/wp-content/uploads/2022/06/7290004129101-300x300.jpg"
"barcode","لبنة مع زيتون تنوفا- نابليون","وحدة","7290004129118","15.99","","7","19","لبنة مع زيتون تنوفا- نابليون","13","وحدة","7290004129118","TNUVA NAPOLEON تنوفا لبنة نابليون – مع زيتون","الألبان","15.99","https://karaz.ps/shop/product/tnuva-napoleon-%d8%aa%d9%86%d9%88%d9%81%d8%a7-%d9%84%d8%a8%d9%86%d8%a9-%d9%86%d8%a7%d8%a8%d9%84%d9%8a%d9%88%d9%86-%d9%85%d8%b9-%d8%b2%d9%8a%d8%aa%d9%88%d9%86/","https://karaz.ps/wp-content/uploads/2022/06/7290004129118-300x300.jpg"
"barcode","لبن نعاج 950 غرام","وحدة","9700355590034","12.99","","7","19","لبن نعاج 950 غرام","13","وحدة","9700355590034","Laban Naag 1L لبن نعاج","الألبان","12.99","https://karaz.ps/shop/product/laban-naag-1l-%d9%84%d8%a8%d9%86-%d9%86%d8%b9%d8%a7%d8%ac/","https://karaz.ps/wp-content/uploads/2022/06/9700355590034-300x300.jpg"
"barcode","شمينت 200 غم تنوفا","وحدة","72963746","3.5","","7","19","شمينت 200 غم تنوفا","3","وحدة","72963746","Tnuva Sour Cream 15% تنوفا شمنت 200g","الألبان","3.5","https://karaz.ps/shop/product/tnuva-yogurt-15-%d8%aa%d9%86%d9%88%d9%81%d8%a7-%d8%b4%d9%85%d9%86%d8%aa-200g/","https://karaz.ps/wp-content/uploads/2022/06/72963746-300x300.jpg"
"barcode","لبنة 400 غم كانديا","وحدة","6253806090223","11.99","","7","19","لبنة 400 غم كانديا","11","وحدة","6253806090223","Candia Labaneh لبنة كانديا – 400 غرام","الألبان","11.99","https://karaz.ps/shop/product/candia-labaneh-%d9%84%d8%a8%d9%86%d8%a9-%d9%83%d8%a7%d9%86%d8%af%d9%8a%d8%a7-400-%d8%ba%d8%b1%d8%a7%d9%85/","https://karaz.ps/wp-content/uploads/2022/06/6253806090223-300x300.jpg"
"barcode","لبنة 200 غم كانديا","وحدة","6253806090230","5.99","","7","19","لبنة 200 غم كانديا","5","وحدة","6253806090230","Candia Labaneh لبنة كانديا – 200 غرام","الألبان","5.99","https://karaz.ps/shop/product/candia-labaneh-%d9%84%d8%a8%d9%86%d8%a9-%d9%83%d8%a7%d9%86%d8%af%d9%8a%d8%a7-200-%d8%ba%d8%b1%d8%a7%d9%85/","https://karaz.ps/wp-content/uploads/2022/06/6253806090230-300x300.jpg"
"barcode","لبنة 900 غم علب كانديا","وحدة","6253806090216","21.99","","7","19","لبنة 900 غم علب كانديا","20","وحدة","6253806090216","Candia Labaneh لبنة كانديا – 900 غرام","الألبان","21.99","https://karaz.ps/shop/product/candia-labaneh-%d9%84%d8%a8%d9%86%d8%a9-%d9%83%d8%a7%d9%86%d8%af%d9%8a%d8%a7-900-%d8%ba%d8%b1%d8%a7%d9%85/","https://karaz.ps/wp-content/uploads/2022/06/6253806090216-300x300.jpg"
"barcode","لبن كانديا 150غم","وحدة","6253806090186","1.99","","7","19","لبن كانديا 150غم","2","وحدة","6253806090186","Candia Laban لبن رائب كانديا – 150 غرام","الألبان","1.99","https://karaz.ps/shop/product/candia-laban-%d9%84%d8%a8%d9%86-%d8%b1%d8%a7%d8%a6%d8%a8-%d9%83%d8%a7%d9%86%d8%af%d9%8a%d8%a7-150-%d8%ba%d8%b1%d8%a7%d9%85/","https://karaz.ps/wp-content/uploads/2022/06/6253806090186-300x300.jpg"
"barcode","مرجرين يلو براند","وحدة","6253504450084","3.5","","4","12","مرجرين يلو براند","4","وحدة","6253504450084","Yellow Brand Margarine مرجرين 200g","الزبدة","3.5","https://karaz.ps/shop/product/yellow-brand-margarine-%d9%85%d8%b1%d8%ac%d8%b1%d9%8a%d9%86-200g/","https://karaz.ps/wp-content/uploads/2022/06/6253504450084-300x300.jpg"
"barcode","زبدة لورباك 200 غم ","وحدة","5740900884304","15.99","","4","12","زبدة لورباك 200 غم ","15","وحدة","5740900884304","Lurpak Butter لورباك زبدة – 200 غرام","الزبدة","15.99","https://karaz.ps/shop/product/lurpak-butter-%d9%84%d9%88%d8%b1%d8%a8%d8%a7%d9%83-%d8%b2%d8%a8%d8%af%d8%a9-200-%d8%ba%d8%b1%d8%a7%d9%85/","https://karaz.ps/wp-content/uploads/2022/06/5740900884304-300x300.jpg"
"barcode","زبدة لورباك 100 غرام","وحدة","5740900864108","10.99","","4","12","زبدة لورباك 100 غرام","8","وحدة","5740900864108","Lurpak Butter لورباك زبدة – 100 غرام","الزبدة","10.99","https://karaz.ps/shop/product/lurpak-butter-%d9%84%d9%88%d8%b1%d8%a8%d8%a7%d9%83-%d8%b2%d8%a8%d8%af%d8%a9-100-%d8%ba%d8%b1%d8%a7%d9%85/","https://karaz.ps/wp-content/uploads/2022/06/5740900864108-300x300.jpg"
"barcode","زبدة حلوب","وحدة","8710314001557","8.99","","4","12","زبدة حلوب","5","وحدة","8710314001557","Gold Medal Butter 100g زبدة الحالوب","الزبدة","8.99","https://karaz.ps/shop/product/gold-medal-butter-100g-%d8%b2%d8%a8%d8%af%d8%a9-%d8%a7%d9%84%d8%ad%d8%a7%d9%84%d9%88%d8%a8/","https://karaz.ps/wp-content/uploads/2022/08/8710314001557-300x300.jpg"
"barcode","زبدة 200 عم تنوفا ","وحدة","7290000043111","11.99","","4","12","زبدة 200 عم تنوفا ","11","وحدة","7290000043111","TNUVA BUTTER تنوفا زبدة – 200 غرام","الزبدة","11.99","https://karaz.ps/shop/product/tnuva-butter-%d8%aa%d9%86%d9%88%d9%81%d8%a7-%d8%b2%d8%a8%d8%af%d8%a9-200-%d8%ba%d8%b1%d8%a7%d9%85/","https://karaz.ps/wp-content/uploads/2022/06/7290000043111-300x300.jpg"
"barcode","لبن زوت بالفواكه 00 غم","وحدة","4014500506838","9.99","","1","2","لبن زوت بالفواكه 00 غم","8","وحدة","4014500506838","Zott Zottis Fruit 400g","المحليات الباردة","9.99","https://karaz.ps/shop/product/zott-zottis-fruit-400g/","https://karaz.ps/wp-content/uploads/2022/07/4014500506838-300x300.jpg"
"barcode","فواكة يوناني 300 غم","وحدة","4605627006624","9.99","","26","68","فواكة يوناني 300 غم","9","وحدة","4605627006624","Campina Fruttis 5% Peach 290g","المحليات الباردة","9.99","https://karaz.ps/shop/product/campina-fruttis-5-peach-290g/","https://karaz.ps/wp-content/uploads/2022/06/4605627006624-300x300.jpg"
"barcode","ملكي شيك توب ","وحدة","7290005839313","6.5","","26","68","ملكي شيك توب ","5.5","وحدة","7290005839313","Strauss Choco With Vanilla and Chocolate Chips شوكو مع الفانيلا ورقائق الشوكولاتة 170ml","المحليات الباردة","6.5","https://karaz.ps/shop/product/strauss-choco-with-vanilla-and-chocolate-chips-%d8%b4%d9%88%d9%83%d9%88-%d9%85%d8%b9-%d8%a7%d9%84%d9%81%d8%a7%d9%86%d9%8a%d9%84%d8%a7-%d9%88%d8%b1%d9%82%d8%a7%d8%a6%d9%82-%d8%a7%d9%84%d8%b4%d9%88/","https://karaz.ps/wp-content/uploads/2022/06/7290005839313-300x300.jpg"
"barcode","ملكي شيك مشكل ","وحدة","72940761","4.99","","26","68","ملكي شيك مشكل ","4.5","وحدة","72940761","Strauss milky شتراوس ميلكى 133g – نكهة الشكولاتة","المحليات الباردة","4.99","https://karaz.ps/shop/product/strauss-milky-%d8%b4%d8%aa%d8%b1%d8%a7%d9%88%d8%b3-%d9%85%d9%8a%d9%84%d9%83%d9%89-133g-%d9%86%d9%83%d9%87%d8%a9-%d8%a7%d9%84%d8%b4%d9%83%d9%88%d9%84%d8%a7%d8%aa%d8%a9/","https://karaz.ps/wp-content/uploads/2022/06/72940761-300x300.jpg"
"barcode","خيط اسنان اورل بي","وحدة","5010622005029","11.99","","23","62","خيط اسنان اورل بي","10","وحدة","5010622005029","Oral-B Essential  Floss","العناية بالأسنان","11.99","https://karaz.ps/shop/product/oral-b-essential-floss/","https://karaz.ps/wp-content/uploads/2022/08/5010622005029-300x300.jpg"
"barcode","معجون جولجيت ","وحدة","7891024030974","9.99","","23","62","معجون جولجيت ","7","وحدة","7891024030974","Colgate Triple Action Tooth Paste معجون اسنان كولجيت 75ml","العناية بالأسنان","9.99","https://karaz.ps/shop/product/colgate-triple-action-tooth-paste-%d9%85%d8%b9%d8%ac%d9%88%d9%86-%d8%a7%d8%b3%d9%86%d8%a7%d9%86-%d9%83%d9%88%d9%84%d8%ac%d9%8a%d8%aa-75ml/","https://karaz.ps/wp-content/uploads/2022/07/7891024030974-300x300.jpg"
"barcode","معجون اسنان سنسوداين","وحدة","7290017031705","16.99","","23","62","معجون اسنان سنسوداين","13","وحدة","7290017031705","Sensodyne Clean And Fresh معجون اسنان 75ml","العناية بالأسنان","16.99","https://karaz.ps/shop/product/sensodyne-clean-and-fresh-%d9%85%d8%b9%d8%ac%d9%88%d9%86-%d8%a7%d8%b3%d9%86%d8%a7%d9%86-75ml/","https://karaz.ps/wp-content/uploads/2022/07/7290017031705-300x300.jpg"
"barcode","شامبو تو مي ارجان 700 مل","وحدة","7290016059564","27.99","","23","60","شامبو تو مي ارجان 700 مل","25","وحدة","7290016059564","To-me Anti-Dandruff Mint Refreshing Shampoo 700ml","العناية بالجسم والشعر","27.99","https://karaz.ps/shop/product/to-me-anti-dandruff-mint-refreshing-shampoo-700ml/","https://karaz.ps/wp-content/uploads/2022/12/7290016059564-300x300.jpg"
"barcode","شامبو للشعر خالي من الاملاح غني بزيت الارجان","وحدة","7290012391583","21.99","","4","11","شامبو للشعر خالي من الاملاح غني بزيت الارجان","25","وحدة","7290012391583","To-me Argan Hair Conditioner 700Ml","العناية بالجسم والشعر","21.99","https://karaz.ps/shop/product/to-me-argan-hair-conditioner-700ml/","https://karaz.ps/wp-content/uploads/2022/12/7290012391583-300x300.jpg"
"barcode","شامبو الفيف 400 مل","وحدة","3600523651887","16.99","","23","60","شامبو الفيف 400 مل","15","وحدة","3600523651887","Loreal total Repair 5 550ml","العناية بالجسم والشعر","16.99","https://karaz.ps/shop/product/loreal-total-repair-5-550ml/","https://karaz.ps/wp-content/uploads/2022/11/3600523651887-300x300.jpg"
"barcode","كومفورت مركز 1.5 لتر ","وحدة","6281006573604","24.99","","23","62","كومفورت مركز 1.5 لتر ","22","وحدة","6281006573604","Comfort Ultimate Care Iris & Jasmine 1.5l","العناية بالملابس والأحذية","24.99","https://karaz.ps/shop/product/comfort-ultimate-care-iris-jasmine-1-5l/","https://karaz.ps/wp-content/uploads/2022/09/6281006573604-300x300.jpg"
"barcode","كومفورات 1.5 لتر","وحدة","6281006573505","24.99","","23","62","كومفورات 1.5 لتر","22","وحدة","6281006573505","Comfort Ultimate Care Lavander &Magnolia 1.5l","العناية بالملابس والأحذية","24.99","https://karaz.ps/shop/product/comfort-ultimate-care-lavander-magnolia-1-5l/","https://karaz.ps/wp-content/uploads/2022/09/6281006573505-300x300.jpg"
"barcode","كومفرت مركز 1.5 لتر","وحدة","6281006573628","24.99","","23","62","كومفرت مركز 1.5 لتر","22","وحدة","6281006573628","Comfort Baby For Sensitive Skin 1.5l","العناية بالملابس والأحذية","24.99","https://karaz.ps/shop/product/comfort-baby-for-sensitive-skin-1-5l/","https://karaz.ps/wp-content/uploads/2022/09/6281006573628-300x300.jpg"
"barcode","اولويز بلاتينيوم رقم 1","وحدة","8001090899194","14.99","","23","62","اولويز بلاتينيوم رقم 1","17","وحدة","8001090899194","Always Platinum Normal 24 Ultra Pads","فوط نسائية","14.99","https://karaz.ps/shop/product/always-platinum-normal-24-ultra-pads/","https://karaz.ps/wp-content/uploads/2022/09/8001090899194-300x300.jpg"
"barcode","اولويز الترا ","وحدة","8001841971766","10.99","","23","62","اولويز الترا ","10","وحدة","8001841971766","ALWAYS ULTRA NIGHT & DAY X 10","فوط نسائية","10.99","https://karaz.ps/shop/product/always-ultra-night-day-x-10/","https://karaz.ps/wp-content/uploads/2022/07/8001841971766-300x300.jpg"
"barcode","اولويز الترا صغير","وحدة","4015400755456","9.99","","23","62","اولويز الترا صغير","10","وحدة","4015400755456","ALWAYS ULTRA LONG 12 PCS","فوط نسائية","9.99","https://karaz.ps/shop/product/always-ultra-long-12-pcs/","https://karaz.ps/wp-content/uploads/2022/07/4015400755456-300x300.jpg"
"barcode","الويز طويل 9 ","وحدة","4015400267669","6.99","","23","62","الويز طويل 9 ","6","وحدة","4015400267669","Always Maxi Super Plus Pads الويز ماكسي سوبر بلس – 9 Pads","فوط نسائية","6.99","https://karaz.ps/shop/product/always-maxi-super-plus-pads-%d8%a7%d9%84%d9%88%d9%8a%d8%b2-%d9%85%d8%a7%d9%83%d8%b3%d9%8a-%d8%b3%d9%88%d8%a8%d8%b1-%d8%a8%d9%84%d8%b3-9-pads/","https://karaz.ps/wp-content/uploads/2022/07/4015400267669-300x300.jpg"
"barcode","الويز طويل 18","وحدة","4015400267690","9.99","","23","62","الويز طويل 18","9","وحدة","4015400267690","Always Maxi Super Plus Pads الويز ماكسي سوبر بلس – 18 Pads","فوط نسائية","9.99","https://karaz.ps/shop/product/always-maxi-super-plus-pads-%d8%a7%d9%84%d9%88%d9%8a%d8%b2-%d9%85%d8%a7%d9%83%d8%b3%d9%8a-%d8%b3%d9%88%d8%a8%d8%b1-%d8%a8%d9%84%d8%b3-18-pads/","https://karaz.ps/wp-content/uploads/2022/07/4015400267690-300x300.jpg"
"barcode","اولويز الترا دبل ","وحدة","4015400755241","14.99","","23","62","اولويز الترا دبل ","15","وحدة","4015400755241","Always Ultra Normal اولويز الترا الحجم العادي – 28 Pads","فوط نسائية","14.99","https://karaz.ps/shop/product/always-ultra-normal-%d8%a7%d9%88%d9%84%d9%88%d9%8a%d8%b2-%d8%a7%d9%84%d8%aa%d8%b1%d8%a7-%d8%a7%d9%84%d8%ad%d8%ac%d9%85-%d8%a7%d9%84%d8%b9%d8%a7%d8%af%d9%8a-28-pads/","https://karaz.ps/wp-content/uploads/2022/07/4015400755241-300x300.jpg"
"barcode","اولويز بلاتينيوم رقم 2","وحدة","8001090899224","14.99","","23","62","اولويز بلاتينيوم رقم 2","17","وحدة","8001090899224","Always Platinum Long 20 Ultra Pads","فوط نسائية","14.99","https://karaz.ps/shop/product/always-platinum-long-20-ultra-pads/","https://karaz.ps/wp-content/uploads/2022/09/8001090899224-300x300.jpg"
"barcode","اولويز بلاتينيوم رقم 3","وحدة","8001090899255","14.99","","23","62","اولويز بلاتينيوم رقم 3","17","وحدة","8001090899255","Always Platinum Night 16 Ultra Pads","فوط نسائية","14.99","https://karaz.ps/shop/product/always-platinum-night-16-ultra-pads/","https://karaz.ps/wp-content/uploads/2022/09/8001090899255-300x300.jpg"
"barcode","اوليز ديلي","وحدة","8006540221464","14.99","","23","62","اوليز ديلي","13","وحدة","8006540221464","Always Dailies 3IN1 Normal X56","فوط نسائية","14.99","https://karaz.ps/shop/product/always-dailies-3in1-normal-x56/","https://karaz.ps/wp-content/uploads/2022/07/8006540221464-300x300.jpg"
"barcode","كيري فري اولدز ","وحدة","8006540221068","14.99","","23","62","كيري فري اولدز ","13","وحدة","8006540221068","Always Dailies Extra Protect Long Plus X40","فوط نسائية","14.99","https://karaz.ps/shop/product/always-dailies-extra-protect-long-plus-x40/","https://karaz.ps/wp-content/uploads/2022/07/8006540221068-300x300.jpg"
"barcode","ماكنة شفرات جليت مج 3","وحدة","4902430862141","21.99","","23","62","ماكنة شفرات جليت مج 3","20","وحدة","4902430862141","Gillette Mach 3 Front","مستلزمات الحلاقة","21.99","https://karaz.ps/shop/product/gillette-mach-3-front/","https://karaz.ps/wp-content/uploads/2022/11/4902430862141-300x300.jpg"
"barcode","شفرات فيوجن 5 -4","وحدة","7702018471423","45.99","","23","62","شفرات فيوجن 5 -4","35","وحدة","7702018471423","Gillette Fusion 5 Start Blades شفرات ماكنة حلاقة جيليت فيوجين ستارت 5 (4 شفرات)","مستلزمات الحلاقة","45.99","https://karaz.ps/shop/product/gillette-fusion-5-start-blades-%d8%b4%d9%81%d8%b1%d8%a7%d8%aa-%d9%85%d8%a7%d9%83%d9%86%d8%a9-%d8%ad%d9%84%d8%a7%d9%82%d8%a9-%d8%ac%d9%8a%d9%84%d9%8a%d8%aa-%d9%81%d9%8a%d9%88%d8%ac%d9%8a%d9%86-%d8%b3/","https://karaz.ps/wp-content/uploads/2022/07/7702018471423-300x300.jpg"
"barcode","بامبرز وسط رقم 1 ","وحدة","8006540428368","25.99","","21","56","بامبرز وسط رقم 1 ","25","وحدة","8006540428368","Pampers #1 40 Diapers","الأطفال","25.99","https://karaz.ps/shop/product/pampers-1-40-diapers/","https://karaz.ps/wp-content/uploads/2022/07/8006540428368-300x300.jpg"
"barcode","محارم هاجيز مبلله","وحدة","5029053503790","5.99","","20","54","محارم هاجيز مبلله","6","وحدة","5029053503790","Huggies Baby Wipes مناديل رطبه للاطفال","الأطفال","5.99","https://karaz.ps/shop/product/huggies-baby-wipes-%d9%85%d9%86%d8%a7%d8%af%d9%8a%d9%84-%d8%b1%d8%b7%d8%a8%d9%87-%d9%84%d9%84%d8%a7%d8%b7%d9%81%d8%a7%d9%84/","https://karaz.ps/wp-content/uploads/2022/07/5029053503790-300x300.jpg"
"barcode","بامبرز وسط رقم 3","وحدة","8001090336408","26.99","","21","56","بامبرز وسط رقم 3","25","وحدة","8001090336408","Pampers Baby-Dry #3 38 Diapers","الأطفال","26.99","https://karaz.ps/shop/product/pampers-3-4-9-kg/","https://karaz.ps/wp-content/uploads/2023/08/8001090336408-300x300.jpg"
"barcode","بسكوت اطفال سادة","وحدة","7290011618025","17.99","","21","56","بسكوت اطفال سادة","16","وحدة","7290011618025","BabyBis Baby Cookies Original X24","طعام للأطفال","17.99","https://karaz.ps/shop/product/baby-biscuits-natural-flavor-%d8%a8%d8%b3%d9%83%d9%88%d9%8a%d8%aa-%d8%a7%d8%b7%d9%81%d8%a7%d9%84-%d8%a8%d8%b7%d8%b9%d9%85-%d8%a7%d9%84%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-50g/","https://karaz.ps/wp-content/uploads/2022/07/7290011618025-300x300.jpg"
"barcode","سيرالك قمح","وحدة","7613034981004","23.99","","21","56","سيرالك قمح","20","وحدة","7613034981004","Nestle Cerelac Nestle Cerelac Wheat Cereal Baby Food 400g","طعام للأطفال","23.99","https://karaz.ps/shop/product/nestle-cerelac-wheat-milk-%d8%b3%d9%8a%d8%b1%d9%8a%d9%84%d8%a7%d9%83-%d9%82%d9%85%d8%ad-%d9%88-%d8%ad%d9%84%d9%8a%d8%a8-400g/","https://karaz.ps/wp-content/uploads/2023/09/7613034981004-300x300.jpg"
"barcode","بسكوت اطفال","وحدة","7290011618124","16.99","","21","56","بسكوت اطفال","16","وحدة","7290011618124","Baby Biscuits Vegetables Flavor بسكويت اطفال بطعم الخضار 50G","طعام للأطفال","16.99","https://karaz.ps/shop/product/baby-biscuits-vegetables-flavor-%d8%a8%d8%b3%d9%83%d9%88%d9%8a%d8%aa-%d8%a7%d8%b7%d9%81%d8%a7%d9%84-%d8%a8%d8%b7%d8%b9%d9%85-%d8%a7%d9%84%d8%ae%d8%b6%d8%a7%d8%b1-50g/","https://karaz.ps/wp-content/uploads/2022/07/7290011618124-300x300.jpg"
"barcode","حليب سيميلاك رقم 3","وحدة","5391523054256","34.99","","7","19","حليب سيميلاك رقم 3","36","وحدة","5391523054256","Similac Advance Plus #3 400g","طعام للأطفال","34.99","https://karaz.ps/shop/product/similac-advance-plus-%d8%b3%d9%8a%d9%85%d9%8a%d9%84%d8%a7%d9%83-%d8%a7%d8%af%d9%81%d8%a7%d9%86%d8%b3-%d8%a8%d9%84%d8%b3-400g-no-3-1-to-3-years/","https://karaz.ps/wp-content/uploads/2022/07/5391523054256-300x300.jpg"
"barcode","جولون ميني كاكاو 250 غم","وحدة","8410376002256","11.99","","21","56","جولون ميني كاكاو 250 غم","10","وحدة","8410376002256","Gullon Dibus Mino Cacao Biscuit 250g","طعام للأطفال","11.99","https://karaz.ps/shop/product/gullon-dibus-mino-cacao-biscuit-250g/","https://karaz.ps/wp-content/uploads/2024/06/8410376002256-300x300.jpg"
"barcode","بسكوت اطفال ","وحدة","7290108509229","17.99","","21","56","بسكوت اطفال ","15","وحدة","7290108509229","Willi Food Snack Baby With Banana 50g","طعام للأطفال","17.99","https://karaz.ps/shop/product/willi-food-snack-baby-with-banana-50g/","https://karaz.ps/wp-content/uploads/2023/01/7290108509229-300x300.jpg"
"barcode","بامبرز رقم 2","وحدة","8001090784407","20.99","","21","56","بامبرز رقم 2","20","وحدة","8001090784407","PAMPERS MINI 3- 6 KG 27","العناية بالأطفال","20.99","https://karaz.ps/shop/product/pampers-mini-3-6-kg-27/","https://karaz.ps/wp-content/uploads/2022/07/8001090784407-1-300x300.jpg"
"barcode","بريميوم قطط ","وحدة","7290019321682","6.5","","24","66","بريميوم قطط ","8","وحدة","7290019321682","Premio Super Gold Chicken& Duck 90g","قسم الحيوانات الأليفة","6.5","https://karaz.ps/shop/product/premio-super-gold-chicken-duck-90g/","https://karaz.ps/wp-content/uploads/2024/06/7290019321682-300x300.jpg"
"barcode","بريميوم ","وحدة","7290017712222","3.99","","24","66","بريميوم ","4","وحدة","7290017712222","Premio Deli-Cat for kitten with white fish and carrots 100g","قسم الحيوانات الأليفة","3.99","https://karaz.ps/shop/product/premio-deli-cat-for-kitten-with-white-fish-and-carrots-100g/","https://karaz.ps/wp-content/uploads/2023/05/7290017712222-300x300.jpg"
"barcode","مكملات غذائية بريميو ","وحدة","7290017712765","3.99","","24","66","مكملات غذائية بريميو ","5","وحدة","7290017712765","Premio Adult Cat Food With Salmon & Trout 100g","طعام الحيوانات","3.99","https://karaz.ps/shop/product/premio-adult-cat-food-with-salmon-trout-100g/","https://karaz.ps/wp-content/uploads/2022/07/7290017712765-300x300.jpg"
"barcode","مكملات غذائية بريميوم","وحدة","7290017712741","3.99","","24","66","مكملات غذائية بريميوم","5","وحدة","7290017712741","Premio Cat Food With Lamb 100g","طعام الحيوانات","3.99","https://karaz.ps/shop/product/premio-cat-food-with-lamb-100g/","https://karaz.ps/wp-content/uploads/2022/07/7290017712741-300x300.jpg"
"barcode","مكملات غذائية بريميوم وزن 100 غم","وحدة","7290017712727","3.99","","24","66","مكملات غذائية بريميوم وزن 100 غم","5","وحدة","7290017712727","Premio Cat Food With Beef & Liver 100g","طعام الحيوانات","3.99","https://karaz.ps/shop/product/premio-cat-food-with-beef-liver-100g/","https://karaz.ps/wp-content/uploads/2022/07/7290017712727-300x300.jpg"
